CONCAT,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,ALTITUD,TMEDIA,PRECIPITACION,TMIN,TMAX,DIR,VELMEDIA,RACHA,SOL,PRESMAX,PRESMIN
36942 15,2001150021,5,20/02/2001,"43,703,581","-8,038,777",1,3,15,22,CEDEIRA,2,1,30,,,235,270,14,2,,7013,58,11.3,0.0,7.0,15.6,11,3.6,16.9,10.2,1025.4,1021.0
36946 15,2001150088,1.5,24/02/2001,"42,936,918","-911,435",1,3,15,34,DUMBRÍA,4,1,0,,,470,530,14,1,,1497,58,11.7,0.0,9.4,14.0,34,4.2,11.4,9.4,1006.6,1003.9
36947 15,2001150094,1.5,25/02/2001,"43,186,836","-868,547",1,3,15,19,CARBALLO,4,1,0,,,125,135,5,0,,1028,58,9.0,0.0,6.5,11.6,4,5.0,11.1,10.2,1011.3,1006.6
36947 15,2001150111,3.8,25/02/2001,"42,917,476","-9,082,862",1,3,15,45,MAZARICOS,4,1,1,,,1050,1051,14,1,,3119,58,9.0,0.0,6.5,11.6,4,5.0,11.1,10.2,1011.3,1006.6
36994 15,2001150145,1.5,13/04/2001,"43,699,889","-7,984,566",1,3,15,22,CEDEIRA,2,1,30,,,110,155,9,1,,126,58,13.9,0.0,10.4,17.4,5,5.3,13.9,12.1,1018.6,1015.4
36994 15,2001150151,1.1,13/04/2001,"42,758,649","-8,917,814",1,3,15,42,LOUSAME,5,,0,,,190,210,18,2,,234,58,13.9,0.0,10.4,17.4,5,5.3,13.9,12.1,1018.6,1015.4
36994 15,2001150153,1.5,13/04/2001,"43,063,218","-9,235,604",1,3,15,52,MUXÍA,4,1,3,,,95,125,14,1,,2915,58,13.9,0.0,10.4,17.4,5,5.3,13.9,12.1,1018.6,1015.4
36995 15,2001150165,1.3,14/04/2001,"42,851,086","-8,866,091",1,3,15,62,OUTES,4,1,0,,,175,190,19,2,,534,58,14.2,0.0,10.4,18.0,8,5.6,12.8,11.8,1017.5,1014.9
36996 15,2001150181,1.5,15/04/2001,"43,240,732","-8,670,253",1,3,15,19,CARBALLO,4,1,0,,,145,210,6,2,,2254,58,12.7,0.0,8.8,16.6,14,1.4,9.2,11.8,1015.9,1012.5
36996 15,2001150183,3,15/04/2001,"42,935,457","-9,154,093",1,3,15,23,CEE,4,1,0,,,270,345,9,2,,1189,58,12.7,0.0,8.8,16.6,14,1.4,9.2,11.8,1015.9,1012.5
36997 15,2001150194,01.05,16/04/2001,"43,645,998","-8,044,866",1,3,15,22,CEDEIRA,4,1,5,,,190,260,11,0,,66,58,12.9,0.0,9.4,16.4,4,4.7,11.9,6.4,1012.7,1009.9
36997 15,2001150197,2.5,16/04/2001,"43,371,826","-8,025,395",1,3,15,50,MONFERO,4,,10,,,132,152,6,1,,3600,58,12.9,0.0,9.4,16.4,4,4.7,11.9,6.4,1012.7,1009.9
36998 15,2001150207,1.4,17/04/2001,"435,844","-8,035,015",1,3,15,76,SAN SADURNIÑO,4,1,1,,,145,195,6,1,,859,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36998 15,2001150213,1.7,17/04/2001,"43,291,593","-8,495,562",1,3,15,5,ARTEIXO,5,,0,,,200,245,9,1,,2175,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36998 15,2001150214,1.4,17/04/2001,"4,330,714","-8,463,079",1,3,15,5,ARTEIXO,5,,0,,,125,170,16,2,,541,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36998 15,2001150218,1.4,17/04/2001,"42,773,828","-8,900,901",1,3,15,57,NOIA,2,,30,,,225,250,7,0,,595,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36998 15,2001150227,1.5,17/04/2001,"43,244,306","-8,079,977",1,3,15,3,ARANGA,4,,0,,,125,135,9,1,,1857,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36998 15,2001150228,5,17/04/2001,"42,826,981","-8,687,411",1,3,15,13,BRIÓN,4,1,1,,,205,250,16,2,,2909,58,13.5,0.0,10.8,16.2,5,7.2,16.4,11.2,1009.9,1007.1
36999 15,2001150233,1,18/04/2001,"42,908,835","-8,589,152",1,3,15,78,SANTIAGO DE COMPOSTELA,4,1,1,,,134,139,11,2,,,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150234,1.3,18/04/2001,"43,057,849","-8,094,067",1,3,15,90,VILASANTAR,4,1,0,,,110,135,5,1,,667,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150235,1.2,18/04/2001,"42,788,957","-8,519,923",1,3,15,82,TEO,4,1,2,,,60,95,8,1,,354,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150240,6,18/04/2001,"42,803,509","-8,409,987",1,3,15,12,BOQUEIXÓN-CASANOVA,4,1,2,,,165,285,9,2,,2205,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150246,2,18/04/2001,"42,720,584","-888,716",1,3,15,11,BOIRO,4,1,0,,,165,195,6,1,,1809,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150247,1,18/04/2001,"43,371,826","-8,025,395",1,3,15,50,MONFERO,4,1,10,,,90,110,6,1,,637,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
36999 15,2001150250,1,18/04/2001,"43,371,826","-8,025,395",1,3,15,50,MONFERO,4,,10,,,215,240,11,2,,931,58,11.9,1.4,9.8,14.0,4,3.6,11.1,6.5,1010.7,1008.7
37000 15,2001150256,3,19/04/2001,"42,803,773","-8,381,428",1,3,15,12,BOQUEIXÓN-CASANOVA,2,,10,,,115,165,15,0,,5000,58,10.8,0.3,9.3,12.4,21,4.4,12.5,6.4,1009.3,1007.0
37000 15,2001150264,1,19/04/2001,"42,673,902","-891,086",1,3,15,11,BOIRO,4,1,5,,,140,150,6,1,,84,58,10.8,0.3,9.3,12.4,21,4.4,12.5,6.4,1009.3,1007.0
37000 15,2001150265,13,19/04/2001,"42,700,129","-8,928,184",1,3,15,11,BOIRO,4,1,10,,,335,360,11,3,,8276,58,10.8,0.3,9.3,12.4,21,4.4,12.5,6.4,1009.3,1007.0
37001 15,2001150267,1.2,20/04/2001,"42,851,086","-8,866,091",1,3,15,62,OUTES,4,1,0,,,100,195,16,2,,631,58,10.2,1.0,7.8,12.6,2,3.9,13.1,8.4,1013.4,1008.1
37001 15,2001150268,8,20/04/2001,"43,363,698","-8,292,697",1,3,15,75,SADA,4,1,0,,,165,195,14,3,,8841,58,10.2,1.0,7.8,12.6,2,3.9,13.1,8.4,1013.4,1008.1
37001 15,2001150271,5,20/04/2001,"42,854,833","-8,567,981",1,3,15,78,SANTIAGO DE COMPOSTELA,4,1,1,,,110,180,28,4,,6436,58,10.2,1.0,7.8,12.6,2,3.9,13.1,8.4,1013.4,1008.1
37002 15,2001150283,1.4,21/04/2001,"42,903,258","-881,752",1,3,15,56,NEGREIRA,4,1,0,,,140,150,5,1,,817,58,10.9,0.7,7.8,14.0,1,1.7,10.0,3.1,1014.6,1009.1
37019 15,2001150297,3.5,08/05/2001,"42,765,558","-8,647,949",1,3,15,65,PADRÓN,4,,0,,,150,180,12,2,,3984,58,13.7,0.0,10.0,17.4,4,5.3,13.6,11.8,1014.1,1007.9
37019 15,2001150303,1.9,08/05/2001,"43,026,913","-8,741,116",1,3,15,77,SANTA COMBA,4,1,0,,,110,135,6,1,,306,58,13.7,0.0,10.0,17.4,4,5.3,13.6,11.8,1014.1,1007.9
37020 15,2001150309,1,09/05/2001,"43,063,218","-9,235,604",1,3,15,52,MUXÍA,4,1,1,,,70,120,9,1,,276,58,14.6,0.0,11.2,18.0,35,2.2,8.9,8.5,1007.9,1002.1
37020 15,2001150310,2.4,09/05/2001,"42,801,806","-8,824,556",1,3,15,42,LOUSAME,4,1,0,,,270,300,15,1,,1418,58,14.6,0.0,11.2,18.0,35,2.2,8.9,8.5,1007.9,1002.1
37022 15,2001150314,1,11/05/2001,"4,304,568","-9,033,727",1,3,15,92,VIMIANZO,4,1,0,,,100,250,12,1,,673,58,16.3,0.0,11.6,21.0,34,1.9,7.8,12.5,1009.4,1007.3
37022 15,2001150315,1.5,11/05/2001,"43,227,333","-8,850,752",1,3,15,14,CABANA DE BERGANTIÑOS,2,1,30,,,165,280,13,1,,896,58,16.3,0.0,11.6,21.0,34,1.9,7.8,12.5,1009.4,1007.3
37022 15,2001150318,1.5,11/05/2001,"4,296,218","-9,253,058",1,3,15,37,FISTERRA,4,1,0,,,120,230,28,2,,270,58,16.3,0.0,11.6,21.0,34,1.9,7.8,12.5,1009.4,1007.3
37022 15,2001150324,1.1,11/05/2001,"43,109,135","-8,922,754",1,3,15,93,ZAS,4,1,0,,,230,240,6,1,,126,58,16.3,0.0,11.6,21.0,34,1.9,7.8,12.5,1009.4,1007.3
37029 15,2001150329,1,18/05/2001,"43,289,192","-8,189,155",1,3,15,64,PADERNE,4,1,0,,,45,60,7,0,,1262,58,14.9,0.0,10.8,19.0,5,6.1,12.8,13.0,1013.0,1010.7
37029 15,2001150331,1.5,18/05/2001,"43,506,013","-811,102",1,3,15,55,NEDA,2,1,30,,,155,200,14,2,,300,58,14.9,0.0,10.8,19.0,5,6.1,12.8,13.0,1013.0,1010.7
37029 15,2001150332,3,18/05/2001,"42,802,734","-8,589,146",1,3,15,82,TEO,4,1,2,,,115,135,14,2,,943,58,14.9,0.0,10.8,19.0,5,6.1,12.8,13.0,1013.0,1010.7
37030 15,2001150335,3,19/05/2001,"43,100,946","-8,367,323",1,3,15,59,ORDES,4,1,2,,,110,210,7,1,,2338,58,15.7,0.0,11.8,19.6,5,6.9,14.2,13.3,1012.1,1010.3
37030 15,2001150336,4,19/05/2001,"43,091,084","-8,298,987",1,3,15,38,FRADES,4,,0,,,215,220,1,2,,2554,58,15.7,0.0,11.8,19.6,5,6.9,14.2,13.3,1012.1,1010.3
37030 15,2001150337,4.5,19/05/2001,"43,204,208","-8,088,987",1,3,15,3,ARANGA,5,,0,,,320,550,24,1,,5030,58,15.7,0.0,11.8,19.6,5,6.9,14.2,13.3,1012.1,1010.3
37030 15,2001150338,1.4,19/05/2001,"42,884,114","-8,369,176",1,3,15,85,TOURO,4,1,2,,,83,160,6,1,,486,58,15.7,0.0,11.8,19.6,5,6.9,14.2,13.3,1012.1,1010.3
37030 15,2001150339,7,19/05/2001,"43,071,218","-8,618,813",1,3,15,88,VAL DO DUBRA,4,1,1,,,340,390,15,4,,2566,58,15.7,0.0,11.8,19.6,5,6.9,14.2,13.3,1012.1,1010.3
37031 15,2001150348,1,20/05/2001,"43,117,091","-8,905,523",1,3,15,93,ZAS,4,1,0,,,100,109,11,0,,258,58,17.5,0.0,12.4,22.6,7,3.6,10.3,13.3,1011.4,1007.3
37032 15,2001150359,4,21/05/2001,"43,291,593","-8,495,562",1,3,15,5,ARTEIXO,4,,0,,,815,935,28,4,,1892,58,15.2,0.0,12.0,18.4,25,1.9,9.2,11.7,1007.9,1006.1
37033 15,2001150363,2,22/05/2001,"43,083,016","-8,450,777",1,3,15,59,ORDES,4,1,2,,,125,150,6,2,,648,58,15.2,0.0,13.2,17.3,32,1.7,7.2,6.0,1012.1,1007.1
37033 15,2001150366,3,22/05/2001,"43,297,494","-8,395,937",1,3,15,31,CULLEREDO,5,,0,,,285,325,24,2,,2692,58,15.2,0.0,13.2,17.3,32,1.7,7.2,6.0,1012.1,1007.1
37034 15,2001150373,1,23/05/2001,"42,709,977","-8,787,082",1,3,15,72,RIANXO,4,1,0,,,95,135,14,2,,854,58,14.8,0.0,11.6,18.0,27,1.9,6.7,7.4,1015.4,1011.7
37034 15,2001150375,1.5,23/05/2001,"430,464","-8,693,641",1,3,15,88,VAL DO DUBRA,4,1,1,,,230,465,7,2,,607,58,14.8,0.0,11.6,18.0,27,1.9,6.7,7.4,1015.4,1011.7
37034 15,2001150376,3,23/05/2001,"430,464","-8,693,641",1,3,15,88,VAL DO DUBRA,4,1,2,,,170,295,12,3,,1622,58,14.8,0.0,11.6,18.0,27,1.9,6.7,7.4,1015.4,1011.7
37034 15,2001150377,1,23/05/2001,"43,071,218","-8,618,813",1,3,15,88,VAL DO DUBRA,4,1,1,,,315,340,11,2,,120,58,14.8,0.0,11.6,18.0,27,1.9,6.7,7.4,1015.4,1011.7
37034 15,2001150378,1,23/05/2001,"43,374,292","-8,192,836",1,3,15,48,MIÑO,2,1,80,,,110,170,9,1,,673,58,14.8,0.0,11.6,18.0,27,1.9,6.7,7.4,1015.4,1011.7
37035 15,2001150380,1,24/05/2001,"43,124,887","-8,833,016",1,3,15,29,CORISTANCO,2,1,90,,,70,150,5,1,,973,58,15.2,0.0,13.0,17.4,27,1.7,6.4,5.5,1015.1,1014.2
37035 15,2001150383,3.5,24/05/2001,"430,464","-8,693,641",1,3,15,88,VAL DO DUBRA,4,1,2,,,220,305,8,2,,2296,58,15.2,0.0,13.0,17.4,27,1.7,6.4,5.5,1015.1,1014.2
37036 15,2001150389,1.2,25/05/2001,"42,854,833","-8,567,981",1,3,15,78,SANTIAGO DE COMPOSTELA,4,1,1,,,115,165,5,1,,673,58,16.0,0.0,11.8,20.2,27,2.2,6.7,4.1,1014.9,1013.7
37037 15,2001150395,3.5,26/05/2001,"43,120,482","-9,155,282",1,3,15,52,MUXÍA,4,1,0,,,275,325,25,1,,3366,58,16.8,0.0,14.2,19.4,32,2.8,7.5,8.0,1014.5,1012.1
37037 15,2001150396,2,26/05/2001,"43,058,246","-9,157,875",1,3,15,52,MUXÍA,4,1,0,,,195,230,21,1,,1322,58,16.8,0.0,14.2,19.4,32,2.8,7.5,8.0,1014.5,1012.1
37037 15,2001150401,6.5,26/05/2001,"43,377,596","-8,327,804",1,3,15,58,OLEIROS,4,1,0,,,335,375,26,4,,8588,58,16.8,0.0,14.2,19.4,32,2.8,7.5,8.0,1014.5,1012.1
37038 15,2001150411,1.5,27/05/2001,"42,916,698","-894,043",1,3,15,45,MAZARICOS,4,1,4,,,95,125,11,2,,607,58,19.2,0.0,13.2,25.2,26,1.4,5.0,10.8,1013.1,1012.2
37038 15,2001150413,1.5,27/05/2001,"43,057,849","-8,094,067",1,3,15,90,VILASANTAR,5,,0,,,240,285,10,2,,2218,58,19.2,0.0,13.2,25.2,26,1.4,5.0,10.8,1013.1,1012.2
37039 15,2001150418,2,28/05/2001,"43,352,055","-8,113,049",1,3,15,91,VILARMAIOR,2,,90,,,110,175,102,0,,373,58,17.6,0.0,13.7,21.5,26,1.7,6.4,8.2,1015.9,1013.1
37039 15,2001150419,1,28/05/2001,"43,251,187","-8,197,358",1,3,15,63,OZA DOS RÍOS,4,1,2,,,155,170,8,1,,564,58,17.6,0.0,13.7,21.5,26,1.7,6.4,8.2,1015.9,1013.1
37039 15,2001150422,1.4,28/05/2001,"42,826,981","-8,687,411",1,3,15,13,BRIÓN,4,1,2,,,120,135,6,1,,361,58,17.6,0.0,13.7,21.5,26,1.7,6.4,8.2,1015.9,1013.1
37039 15,2001150423,1.7,28/05/2001,"42,826,981","-8,687,411",1,3,15,13,BRIÓN,4,1,2,,,100,130,11,3,,679,58,17.6,0.0,13.7,21.5,26,1.7,6.4,8.2,1015.9,1013.1
37040 15,2001150431,7,29/05/2001,"43,152,513","-8,035,307",1,3,15,32,CURTIS,4,1,0,,,350,460,12,2,,8372,58,17.0,0.2,13.8,20.2,27,1.9,7.8,4.1,1015.4,1011.0
37040 15,2001150434,4,29/05/2001,"42,826,981","-8,687,411",1,3,15,13,BRIÓN,4,1,2,,,265,355,20,2,,3372,58,17.0,0.2,13.8,20.2,27,1.9,7.8,4.1,1015.4,1011.0
37040 15,2001150435,1.5,29/05/2001,"42,826,981","-8,687,411",1,3,15,13,BRIÓN,4,1,1,,,80,165,6,1,,1340,58,17.0,0.2,13.8,20.2,27,1.9,7.8,4.1,1015.4,1011.0
37040 15,2001150441,3,29/05/2001,"43,294,409","-8,428,069",1,3,15,31,CULLEREDO,4,1,0,,,462,507,11,1,,787,58,17.0,0.2,13.8,20.2,27,1.9,7.8,4.1,1015.4,1011.0
37041 15,2001150447,9,30/05/2001,"43,567,613","-8,219,855",1,3,15,54,NARÓN,4,1,0,,,520,535,24,3,,,58,16.5,0.0,14.8,18.2,34,3.9,12.2,8.5,1012.5,1010.5
37042 15,2001150451,2,31/05/2001,"43,567,613","-8,219,855",1,3,15,54,NARÓN,4,,0,,,205,245,7,1,,3576,58,17.5,0.0,15.5,19.5,4,6.7,14.2,3.3,1013.9,1011.9
37042 15,2001150463,2.6,31/05/2001,"43,186,288","-8,116,375",1,3,15,63,OZA DOS RÍOS,4,,0,,,765,970,13,4,,691,58,17.5,0.0,15.5,19.5,4,6.7,14.2,3.3,1013.9,1011.9
37043 15,2001150471,1,01/06/2001,"42,955,292","-8,071,765",1,3,15,46,MELIDE,4,1,2,,,95,135,5,1,,781,58,17.8,0.0,14.3,21.4,3,7.2,15.0,12.9,1013.5,1010.9
37043 15,2001150474,1.6,01/06/2001,"4,321,314","-8,692,291",1,3,15,19,CARBALLO,2,1,90,,,85,125,5,1,,2831,58,17.8,0.0,14.3,21.4,3,7.2,15.0,12.9,1013.5,1010.9
37043 15,2001150477,4,01/06/2001,"43,594,099","-8,130,649",1,3,15,87,VALDOVIÑO,5,,0,,,190,250,16,2,,3649,58,17.8,0.0,14.3,21.4,3,7.2,15.0,12.9,1013.5,1010.9
37043 15,2001150479,2,01/06/2001,"4,314,477","-8,100,581",1,3,15,32,CURTIS,4,1,1,,,215,275,10,2,,2446,58,17.8,0.0,14.3,21.4,3,7.2,15.0,12.9,1013.5,1010.9
37044 15,2001150492,1,02/06/2001,"43,163,261","-8,242,943",1,3,15,26,CESURAS,4,1,0,,,60,90,6,1,,4316,58,17.1,0.0,14.2,20.0,13,2.2,15.0,13.2,1011.8,1009.1
37044 15,2001150496,3.5,02/06/2001,"42,786,588","-8,648,783",1,3,15,65,PADRÓN,4,1,0,,,180,210,6,1,,6407,58,17.1,0.0,14.2,20.0,13,2.2,15.0,13.2,1011.8,1009.1
37045 15,2001150507,2.6,03/06/2001,"42,845,404","-8,623,962",1,3,15,2,AMES,4,1,2,,,240,290,9,2,,2404,58,16.3,Ip,13.4,19.2,28,1.7,6.4,7.1,1014.3,1009.7
37045 15,2001150508,1,03/06/2001,"43,612,623","-8,099,574",1,3,15,87,VALDOVIÑO,4,1,1,,,95,125,5,2,,4472,58,16.3,Ip,13.4,19.2,28,1.7,6.4,7.1,1014.3,1009.7
37047 15,2001150525,1.75,05/06/2001,"43,085,602","-8,552,529",1,3,15,84,TORDOIA,4,1,2,,,285,335,8,0,,528,58,16.6,0.0,13.7,19.4,27,3.9,11.9,10.4,1016.5,1014.5
37049 15,2001150540,1,07/06/2001,"43,534,708","-8,185,687",1,3,15,54,NARÓN,4,1,1,,,70,110,7,2,,64572,58,15.2,0.2,12.0,18.4,34,1.9,6.4,11.1,1013.5,1007.1
37054 15,2001150571,3,12/06/2001,"43,291,593","-8,495,562",1,3,15,5,ARTEIXO,4,,0,,,85,115,18,2,,1797,58,17.4,Ip,15.0,19.8,26,3.6,12.5,7.6,1011.7,1009.3
37056 15,2001150582,1.5,14/06/2001,"42,997,438","-8,682,929",1,3,15,88,VAL DO DUBRA,4,1,2,,,95,135,15,2,,354,58,18.4,1.0,15.6,21.1,24,4.7,10.6,3.8,1008.5,1006.7
37061 15,2001150610,3,19/06/2001,"42,572,775","-8,990,898",1,3,15,73,RIBEIRA,4,,0,,,205,255,11,3,,5277,58,21.0,0.0,14.3,27.6,8,1.7,5.3,13.1,1012.7,1008.2
37061 15,2001150616,1.5,19/06/2001,"43,068,876","-8,926,821",1,3,15,93,ZAS,4,1,0,,,85,110,5,2,,751,58,21.0,0.0,14.3,27.6,8,1.7,5.3,13.1,1012.7,1008.2
37062 15,2001150617,3,20/06/2001,"42,854,833","-8,567,981",1,3,15,78,SANTIAGO DE COMPOSTELA,4,1,2,,,205,210,15,2,,751,58,22.7,0.0,17.0,28.4,24,1.9,8.1,13.4,1008.6,1006.5
37062 15,2001150618,2.5,20/06/2001,"42,903,258","-881,752",1,3,15,56,NEGREIRA,4,1,0,,,195,230,4,1,,877,58,22.7,0.0,17.0,28.4,24,1.9,8.1,13.4,1008.6,1006.5
37062 15,2001150619,1.35,20/06/2001,"4,305,101","-8,328,803",1,3,15,38,FRADES,4,1,1,,,160,205,10,1,,96,58,22.7,0.0,17.0,28.4,24,1.9,8.1,13.4,1008.6,1006.5
37062 15,2001150629,1.22,20/06/2001,"42,572,775","-8,990,898",1,3,15,73,RIBEIRA,4,1,0,,,105,165,8,3,,552,58,22.7,0.0,17.0,28.4,24,1.9,8.1,13.4,1008.6,1006.5
37063 15,2001150641,2.5,21/06/2001,"43,159,789","-7,980,296",1,3,15,32,CURTIS,4,1,0,,,245,270,19,3,,1274,58,16.9,0.0,14.8,19.0,27,2.5,7.5,10.0,1009.9,1008.1
37063 15,2001150642,2,21/06/2001,"42,550,215","-9,015,749",1,3,15,73,RIBEIRA,4,,0,,,115,150,12,2,,1293,58,16.9,0.0,14.8,19.0,27,2.5,7.5,10.0,1009.9,1008.1
37063 15,2001150646,1.1,21/06/2001,"43,567,613","-8,219,855",1,3,15,54,NARÓN,4,1,1,,,105,145,9,2,,1136,58,16.9,0.0,14.8,19.0,27,2.5,7.5,10.0,1009.9,1008.1
37063 15,2001150650,03.05,21/06/2001,"43,473,549","-8,287,918",1,3,15,36,FERROL,4,1,1,,,165,195,17,5,,216,58,16.9,0.0,14.8,19.0,27,2.5,7.5,10.0,1009.9,1008.1
37064 15,2001150666,1,22/06/2001,"43,057,578","-8,547,833",1,3,15,84,TORDOIA,4,1,1,,,45,90,5,1,,222,58,16.2,0.0,13.6,18.8,29,1.7,6.4,0.5,1010.6,1008.2
37064 15,2001150668,3.5,22/06/2001,"42,845,404","-8,623,962",1,3,15,2,AMES,4,1,1,,,80,335,17,3,,535,58,16.2,0.0,13.6,18.8,29,1.7,6.4,0.5,1010.6,1008.2
37064 15,2001150669,13,22/06/2001,"43,294,409","-8,428,069",1,3,15,31,CULLEREDO,4,,0,,,490,615,31,6,,8714,58,16.2,0.0,13.6,18.8,29,1.7,6.4,0.5,1010.6,1008.2
37065 15,2001150670,2.2,23/06/2001,"43,090,275","-8,772,107",1,3,15,77,SANTA COMBA,4,1,0,,,110,145,10,1,,841,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37065 15,2001150689,3,23/06/2001,"42,626,273","-9,034,524",1,3,15,71,PORTO DO SON,4,1,10,,,260,340,6,2,,7187,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37065 15,2001150692,1,23/06/2001,"42,860,227","-8,804,536",1,3,15,13,BRIÓN,4,1,2,,,145,200,11,2,,,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37065 15,2001150693,1.5,23/06/2001,"43,131,308","-8,142,802",1,3,15,32,CURTIS,4,1,0,,,260,295,14,3,,306,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37066 15,2001150707,1.3,24/06/2001,"43,096,447","-8,175,458",1,3,15,47,MESÍA,4,1,2,,,155,190,1,1,,643,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37065 15,2001150713,15,23/06/2001,"4,304,568","-9,033,727",1,3,15,92,VIMIANZO,4,1,0,,,515,565,23,2,,13174,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37066 15,2001150715,5.5,24/06/2001,"43,015,905","-8,880,411",1,3,15,77,SANTA COMBA,4,1,19,,,420,435,11,2,,4531,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37065 15,2001150724,2.5,23/06/2001,"43,068,876","-8,926,821",1,3,15,93,ZAS,4,1,0,,,305,310,6,1,,2080,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37066 15,2001150729,5.5,24/06/2001,"43,030,576","-8,313,216",1,3,15,38,FRADES,4,1,2,,,220,275,6,2,,1413,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37065 15,2001150735,12,23/06/2001,"42,935,457","-9,154,093",1,3,15,23,CEE,4,1,0,,,1010,1225,18,3,,463,58,17.8,0.0,15.8,19.8,34,3.3,13.1,10.3,1011.7,1009.9
37066 15,2001150736,6,24/06/2001,"43,026,913","-8,741,116",1,3,15,77,SANTA COMBA,4,1,0,,,360,370,6,1,,5367,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150738,1.15,24/06/2001,"43,549,187","-8,250,286",1,3,15,36,FERROL,5,,0,,,105,155,10,4,,1628,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150740,12,24/06/2001,"43,014,366","-911,064",1,3,15,34,DUMBRÍA,4,1,2,,,535,570,24,1,,2885,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150741,4.5,24/06/2001,"42,720,584","-888,716",1,3,15,11,BOIRO,4,1,0,,,335,380,14,5,,2867,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150745,1,24/06/2001,"4,276,328","-874,306",1,3,15,74,ROIS,5,,0,,,70,190,33,1,,468,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150746,2.5,24/06/2001,"42,797,346","-8,681,299",1,3,15,74,ROIS,5,,0,,,155,190,2,2,,1700,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150747,2,24/06/2001,"43,061,992","-8,871,319",1,3,15,77,SANTA COMBA,4,1,0,,,430,440,8,2,,2080,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150748,1.3,24/06/2001,"42,788,592","-8,608,497",1,3,15,82,TEO,4,1,2,,,170,340,11,0,,553,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150749,4.8,24/06/2001,"42,812,529","-8,919,052",1,3,15,62,OUTES,4,1,1,,,350,375,6,0,,2855,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150750,2,24/06/2001,"42,765,558","-8,647,949",1,3,15,65,PADRÓN,4,1,10,,,165,235,3,2,,1268,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150752,4.5,24/06/2001,"42,845,404","-8,623,962",1,3,15,2,AMES,4,1,2,,,320,425,11,2,,1966,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150756,7,24/06/2001,"42,936,446","-8,634,623",1,3,15,2,AMES,4,1,2,,,325,350,6,3,,6238,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
37066 15,2001150758,3,24/06/2001,"42,916,127","-8,648,048",1,3,15,2,AMES,4,1,2,,,220,515,11,4,,1208,58,18.2,0.0,15.0,21.5,5,1.7,7.5,13.2,1010.2,1006.7
